1.67,0.007
1.68,0.007
1.69,0.007
1.69,0.007
1.7,0.007
1.71,0.007
1.72,0.007
1.73,0.007
1.74,0.007
1.75,0.007
1.75,0.007
1.76,0.007
1.77,0.007
1.78,0.007
1.79,0.008
1.8,0.008
1.81,0.008
1.81,0.008
1.82,0.008
1.83,0.008
1.85,0.009
1.86,0.009
1.86,0.009
1.87,0.009
1.88,0.01
1.89,0.01
1.9,0.01
1.91,0.011
1.92,0.011
1.93,0.011
1.95,0.012
1.96,0.012
1.96,0.012
1.98,0.013
1.99,0.013
2,0.013
2.01,0.013
2.02,0.014
2.03,0.014
2.04,0.014
2.06,0.014
2.07,0.015
2.08,0.015
2.09,0.015
2.11,0.015
2.12,0.015
2.13,0.015
2.14,0.016
2.16,0.016
2.17,0.016
2.18,0.016
2.19,0.016
2.21,0.016
2.22,0.015
2.24,0.015
2.25,0.015
2.26,0.015
2.28,0.015
2.29,0.015
2.31,0.015
2.33,0.014
2.34,0.014
2.35,0.014
2.37,0.013
2.39,0.013
2.4,0.013
2.42,0.013
2.43,0.013
2.45,0.012
2.47,0.012
2.49,0.012
2.5,0.011
2.52,0.011
2.54,0.011
2.56,0.011
2.58,0.011
2.59,0.01
2.61,0.01
2.63,0.01
2.65,0.009
2.67,0.009
2.69,0.01
2.71,0.009
2.73,0.01
2.75,0.011
2.78,0.011
2.79,0.012
2.82,0.012
2.84,0.013
2.87,0.014
2.89,0.014
2.91,0.015
2.93,0.015
2.96,0.015
2.99,0.015
3.01,0.015
3.03,0.015
3.06,0.015
3.09,0.016
3.12,0.016
3.14,0.016
3.16,0.016
3.19,0.016
3.23,0.016
3.26,0.016
3.28,0.017
3.31,0.017
3.34,0.018
3.38,0.018
3.41,0.018
3.44,0.018
3.47,0.018
3.51,0.018
3.55,0.019
3.58,0.019
3.61,0.02
3.65,0.02
3.69,0.021
3.73,0.021
3.77,0.021
3.8,0.021
3.85,0.021
3.89,0.022
3.94,0.022
3.98,0.023
4.02,0.023
4.07,0.023
4.12,0.022
4.17,0.022
4.22,0.022
4.26,0.022
4.31,0.021
4.37,0.023
4.42,0.023
4.48,0.022
4.52,0.021
4.59,0.021
4.65,0.02
4.72,0.02
4.78,0.02
4.83,0.02
4.9,0.02
4.98,0.018
5.05,0.017
5.13,0.016
5.18,0.015
5.26,0.015
5.35,0.014
5.43,0.015
5.52,0.014
5.59,0.012
5.68,0.011
5.78,0.011
5.88,0.01
5.99,0.01
6.06,0.012
6.17,0.012
6.29,0.013
6.41,0.011
6.49,0.007
6.62,0.004
6.76,0.008
6.9,0.012
7.04,0.01
7.14,0.011
7.3,0.011
7.46,0.009
7.63,0.01
7.81,0.008
7.94,0.003
8.13,0
8.33,0.001
8.55,0.005
8.77,0.011
8.93,0.079
9.17,0.035
9.43,0
9.71,0.001
10,0.011
10.2,0.026
10.5,0.032
10.9,0.045
11.2,0.065
11.6,0.062
12,0.046
12.4,0.069
12.8,0.087
13.3,0.12
13.8,0.123
14.4,0.054
15,0.055
15.6,0.091
16.3,0.811
17.1,0.251
18,0.27
18.9,0.188
20,0.171